age_segment;dt;item_topic;item_topic (copy);record_id;source_topic;топ-10;visits
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040921;Искусство;Остальные;3
26-30;24.09.2019 19:00:00;Деньги;Деньги;1040922;Искусство;Остальные;2
31-35;24.09.2019 18:32:00;Деньги;Деньги;1040923;Искусство;Остальные;1
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040924;Искусство;Остальные;2
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040925;Искусство;Остальные;3
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040926;Искусство;Остальные;4
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040927;Искусство;Остальные;1
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040928;Искусство;Остальные;9
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040929;Искусство;Остальные;4
31-35;24.09.2019 19:00:00;Деньги;Деньги;1040930;Искусство;Остальные;2
36-40;24.09.2019 18:29:00;Деньги;Деньги;1040931;Искусство;Остальные;1
36-40;24.09.2019 18:54:00;Деньги;Деньги;1040932;Искусство;Остальные;1
36-40;24.09.2019 18:55:00;Деньги;Деньги;1040933;Искусство;Остальные;1
36-40;24.09.2019 18:57:00;Деньги;Деньги;1040934;Искусство;Остальные;7
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040935;Искусство;Остальные;4
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040936;Искусство;Остальные;2
36-40;24.09.2019 19:00:00;Деньги;Деньги;1040937;Искусство;Остальные;3
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040938;Искусство;Остальные;1
41-45;24.09.2019 18:56:00;Деньги;Деньги;1040939;Искусство;Остальные;1
41-45;24.09.2019 18:57:00;Деньги;Деньги;1040940;Искусство;Остальные;2
41-45;24.09.2019 18:58:00;Деньги;Деньги;1040941;Искусство;Остальные;2
41-45;24.09.2019 18:59:00;Деньги;Деньги;1040942;Искусство;Остальные;2
41-45;24.09.2019 19:00:00;Деньги;Деньги;1040943;Искусство;Остальные;1
45+;24.09.2019 18:29:00;Деньги;Деньги;1040944;Искусство;Остальные;1
45+;24.09.2019 18:55:00;Деньги;Деньги;1040945;Искусство;Остальные;1
45+;24.09.2019 18:57:00;Деньги;Деньги;1040946;Искусство;Остальные;1
45+;24.09.2019 18:58:00;Деньги;Деньги;1040947;Искусство;Остальные;1
45+;24.09.2019 18:59:00;Деньги;Деньги;1040948;Искусство;Остальные;1
18-25;24.09.2019 18:30:00;Деньги;Деньги;1040949;История;Остальные;3
18-25;24.09.2019 18:31:00;Деньги;Деньги;1040950;История;Остальные;1
18-25;24.09.2019 18:32:00;Деньги;Деньги;1040951;История;Остальные;3
18-25;24.09.2019 18:33:00;Деньги;Деньги;1040952;История;Остальные;1
18-25;24.09.2019 18:54:00;Деньги;Деньги;1040953;История;Остальные;6
18-25;24.09.2019 18:55:00;Деньги;Деньги;1040954;История;Остальные;6
18-25;24.09.2019 18:56:00;Деньги;Деньги;1040955;История;Остальные;21
18-25;24.09.2019 18:57:00;Деньги;Деньги;1040956;История;Остальные;22
18-25;24.09.2019 18:58:00;Деньги;Деньги;1040957;История;Остальные;19
18-25;24.09.2019 18:59:00;Деньги;Деньги;1040958;История;Остальные;21
18-25;24.09.2019 19:00:00;Деньги;Деньги;1040959;История;Остальные;5
26-30;24.09.2019 18:29:00;Деньги;Деньги;1040960;История;Остальные;1
26-30;24.09.2019 18:31:00;Деньги;Деньги;1040961;История;Остальные;1
26-30;24.09.2019 18:32:00;Деньги;Деньги;1040962;История;Остальные;1
26-30;24.09.2019 18:34:00;Деньги;Деньги;1040963;История;Остальные;1
26-30;24.09.2019 18:54:00;Деньги;Деньги;1040964;История;Остальные;2
26-30;24.09.2019 18:55:00;Деньги;Деньги;1040965;История;Остальные;5
26-30;24.09.2019 18:56:00;Деньги;Деньги;1040966;История;Остальные;5
26-30;24.09.2019 18:57:00;Деньги;Деньги;1040967;История;Остальные;10
26-30;24.09.2019 18:58:00;Деньги;Деньги;1040968;История;Остальные;6
26-30;24.09.2019 18:59:00;Деньги;Деньги;1040969;История;Остальные;13
26-30;24.09.2019 19:00:00;Деньги;Деньги;1040970;История;Остальные;2
31-35;24.09.2019 18:54:00;Деньги;Деньги;1040971;История;Остальные;2
31-35;24.09.2019 18:55:00;Деньги;Деньги;1040972;История;Остальные;4
31-35;24.09.2019 18:56:00;Деньги;Деньги;1040973;История;Остальные;6
31-35;24.09.2019 18:57:00;Деньги;Деньги;1040974;История;Остальные;10
31-35;24.09.2019 18:58:00;Деньги;Деньги;1040975;История;Остальные;14
31-35;24.09.2019 18:59:00;Деньги;Деньги;1040976;История;Остальные;16
31-35;24.09.2019 19:00:00;Деньги;Деньги;1040977;История;Остальные;4
36-40;24.09.2019 18:30:00;Деньги;Деньги;1040978;История;Остальные;1
36-40;24.09.2019 18:33:00;Деньги;Деньги;1040979;История;Остальные;1
36-40;24.09.2019 18:34:00;Деньги;Деньги;1040980;История;Остальные;1
36-40;24.09.2019 18:54:00;Деньги;Деньги;1040981;История;Остальные;1
36-40;24.09.2019 18:55:00;Деньги;Деньги;1040982;История;Остальные;3
36-40;24.09.2019 18:56:00;Деньги;Деньги;1040983;История;Остальные;5
36-40;24.09.2019 18:57:00;Деньги;Деньги;1040984;История;Остальные;6
36-40;24.09.2019 18:58:00;Деньги;Деньги;1040985;История;Остальные;10
36-40;24.09.2019 18:59:00;Деньги;Деньги;1040986;История;Остальные;2
36-40;24.09.2019 19:00:00;Деньги;Деньги;1040987;История;Остальные;3
41-45;24.09.2019 18:54:00;Деньги;Деньги;1040988;История;Остальные;1
41-45;24.09.2019 18:55:00;Деньги;Деньги;1040989;История;Остальные;2
41-45;24.09.2019 18:56:00;Деньги;Деньги;1040990;История;Остальные;2
41-45;24.09.2019 18:57:00;Деньги;Деньги;1040991;История;Остальные;5
41-45;24.09.2019 18:58:00;Деньги;Деньги;1040992;История;Остальные;6
41-45;24.09.2019 18:59:00;Деньги;Деньги;1040993;История;Остальные;3
41-45;24.09.2019 19:00:00;Деньги;Деньги;1040994;История;Остальные;2
45+;24.09.2019 18:56:00;Деньги;Деньги;1040995;История;Остальные;1
45+;24.09.2019 18:57:00;Деньги;Деньги;1040996;История;Остальные;2
45+;24.09.2019 18:59:00;Деньги;Деньги;1040997;История;Остальные;2
45+;24.09.2019 19:00:00;Деньги;Деньги;1040998;История;Остальные;1
18-25;24.09.2019 18:28:00;Деньги;Деньги;1040999;Кино;Остальные;1
18-25;24.09.2019 18:29:00;Деньги;Деньги;1041000;Кино;Остальные;1
18-25;24.09.2019 18:30:00;Деньги;Деньги;1041001;Кино;Остальные;3
18-25;24.09.2019 18:32:00;Деньги;Деньги;1041002;Кино;Остальные;1
18-25;24.09.2019 18:33:00;Деньги;Деньги;1041003;Кино;Остальные;2
18-25;24.09.2019 18:52:00;Деньги;Деньги;1041004;Кино;Остальные;1
18-25;24.09.2019 18:53:00;Деньги;Деньги;1041005;Кино;Остальные;2
18-25;24.09.2019 18:54:00;Деньги;Деньги;1041006;Кино;Остальные;17
18-25;24.09.2019 18:55:00;Деньги;Деньги;1041007;Кино;Остальные;44
18-25;24.09.2019 18:56:00;Деньги;Деньги;1041008;Кино;Остальные;71
18-25;24.09.2019 18:57:00;Деньги;Деньги;1041009;Кино;Остальные;79
18-25;24.09.2019 18:58:00;Деньги;Деньги;1041010;Кино;Остальные;74
18-25;24.09.2019 18:59:00;Деньги;Деньги;1041011;Кино;Остальные;82
18-25;24.09.2019 19:00:00;Деньги;Деньги;1041012;Кино;Остальные;19
26-30;24.09.2019 18:29:00;Деньги;Деньги;1041013;Кино;Остальные;2
26-30;24.09.2019 18:30:00;Деньги;Деньги;1041014;Кино;Остальные;1
26-30;24.09.2019 18:31:00;Деньги;Деньги;1041015;Кино;Остальные;1
26-30;24.09.2019 18:32:00;Деньги;Деньги;1041016;Кино;Остальные;1
26-30;24.09.2019 18:52:00;Деньги;Деньги;1041017;Кино;Остальные;3
26-30;24.09.2019 18:53:00;Деньги;Деньги;1041018;Кино;Остальные;4
26-30;24.09.2019 18:54:00;Деньги;Деньги;1041019;Кино;Остальные;6
26-30;24.09.2019 18:55:00;Деньги;Деньги;1041020;Кино;Остальные;22
26-30;24.09.2019 18:56:00;Деньги;Деньги;1041021;Кино;Остальные;47
26-30;24.09.2019 18:57:00;Деньги;Деньги;1041022;Кино;Остальные;46
26-30;24.09.2019 18:58:00;Деньги;Деньги;1041023;Кино;Остальные;57
26-30;24.09.2019 18:59:00;Деньги;Деньги;1041024;Кино;Остальные;30
26-30;24.09.2019 19:00:00;Деньги;Деньги;1041025;Кино;Остальные;16
31-35;24.09.2019 18:28:00;Деньги;Деньги;1041026;Кино;Остальные;1
31-35;24.09.2019 18:30:00;Деньги;Деньги;1041027;Кино;Остальные;4
31-35;24.09.2019 18:31:00;Деньги;Деньги;1041028;Кино;Остальные;1
31-35;24.09.2019 18:34:00;Деньги;Деньги;1041029;Кино;Остальные;1
31-35;24.09.2019 18:53:00;Деньги;Деньги;1041030;Кино;Остальные;2
31-35;24.09.2019 18:54:00;Деньги;Деньги;1041031;Кино;Остальные;8
31-35;24.09.2019 18:55:00;Деньги;Деньги;1041032;Кино;Остальные;19
31-35;24.09.2019 18:56:00;Деньги;Деньги;1041033;Кино;Остальные;29
31-35;24.09.2019 18:57:00;Деньги;Деньги;1041034;Кино;Остальные;34
31-35;24.09.2019 18:58:00;Деньги;Деньги;1041035;Кино;Остальные;22
31-35;24.09.2019 18:59:00;Деньги;Деньги;1041036;Кино;Остальные;31
31-35;24.09.2019 19:00:00;Деньги;Деньги;1041037;Кино;Остальные;11
36-40;24.09.2019 18:29:00;Деньги;Деньги;1041038;Кино;Остальные;1
36-40;24.09.2019 18:30:00;Деньги;Деньги;1041039;Кино;Остальные;1
36-40;24.09.2019 18:32:00;Деньги;Деньги;1041040;Кино;Остальные;5
36-40;24.09.2019 18:33:00;Деньги;Деньги;1041041;Кино;Остальные;1
36-40;24.09.2019 18:34:00;Деньги;Деньги;1041042;Кино;Остальные;1
36-40;24.09.2019 18:53:00;Деньги;Деньги;1041043;Кино;Остальные;1
36-40;24.09.2019 18:54:00;Деньги;Деньги;1041044;Кино;Остальные;5
36-40;24.09.2019 18:55:00;Деньги;Деньги;1041045;Кино;Остальные;12
36-40;24.09.2019 18:56:00;Деньги;Деньги;1041046;Кино;Остальные;38
36-40;24.09.2019 18:57:00;Деньги;Деньги;1041047;Кино;Остальные;25
36-40;24.09.2019 18:58:00;Деньги;Деньги;1041048;Кино;Остальные;38
36-40;24.09.2019 18:59:00;Деньги;Деньги;1041049;Кино;Остальные;25
36-40;24.09.2019 19:00:00;Деньги;Деньги;1041050;Кино;Остальные;7
41-45;24.09.2019 18:32:00;Деньги;Деньги;1041051;Кино;Остальные;1
41-45;24.09.2019 18:35:00;Деньги;Деньги;1041052;Кино;Остальные;1
41-45;24.09.2019 18:55:00;Деньги;Деньги;1041053;Кино;Остальные;5
41-45;24.09.2019 18:56:00;Деньги;Деньги;1041054;Кино;Остальные;7
41-45;24.09.2019 18:57:00;Деньги;Деньги;1041055;Кино;Остальные;4
41-45;24.09.2019 18:58:00;Деньги;Деньги;1041056;Кино;Остальные;15
41-45;24.09.2019 18:59:00;Деньги;Деньги;1041057;Кино;Остальные;6
41-45;24.09.2019 19:00:00;Деньги;Деньги;1041058;Кино;Остальные;1
45+;24.09.2019 18:31:00;Деньги;Деньги;1041059;Кино;Остальные;1
45+;24.09.2019 18:53:00;Деньги;Деньги;1041060;Кино;Остальные;2
45+;24.09.2019 18:54:00;Деньги;Деньги;1041061;Кино;Остальные;1
45+;24.09.2019 18:55:00;Деньги;Деньги;1041062;Кино;Остальные;2
45+;24.09.2019 18:56:00;Деньги;Деньги;1041063;Кино;Остальные;8
45+;24.09.2019 18:57:00;Деньги;Деньги;1041064;Кино;Остальные;5
45+;24.09.2019 18:58:00;Деньги;Деньги;1041065;Кино;Остальные;15
